CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTIRC684GS202225-JAN-2017,101.605,0,0,0,,102.05,.43,0,0,0,0
FUTIRC684GS202223-FEB-2017,101.5775,0,0,0,,102.0175,.43,0,0,0,0
FUTIRC684GS202230-MAR-2017,101.5075,0,0,0,,101.9875,.47,0,0,0,0
FUTIRC684GS202229-JUN-2017,101.375,0,0,0,,101.815,.43,0,0,0,0
FUTIRC684GS202228-SEP-2017,101.2,0,0,0,,101.6475,.44,0,0,0,0
FUTIRC684GS202228-DEC-2017,100.9925,0,0,0,,101.4525,.45,0,0,0,0
FUTIRC697GS202625-JAN-2017,103.1,0,0,0,,103.9275,.8,14561,0,0,0
FUTIRC697GS202623-FEB-2017,103.155,0,0,0,,103.905,.72,9278,0,0,0
FUTIRC697GS202630-MAR-2017,103.08,0,0,0,,103.8725,.76,6572,0,0,0
FUTIRC697GS202629-JUN-2017,102.92,0,0,0,,103.6775,.73,2250,0,0,0
FUTIRC697GS202628-SEP-2017,102.755,0,0,0,,103.5225,.74,0,0,0,0
FUTIRC697GS202628-DEC-2017,102.52,0,0,0,,103.305,.76,0,0,0,0
FUTIRC759GS202625-JAN-2017,106.2525,106.55,106.97,106.55,106.905,106.905,.61,89330,61064,61064,13041595775
FUTIRC759GS202623-FEB-2017,106.23,0,0,0,,106.935,.66,0,0,0,0
FUTIRC759GS202630-MAR-2017,106.115,0,0,0,,106.865,.7,0,0,0,0
FUTIRC759GS202629-JUN-2017,105.8675,0,0,0,,106.5775,.67,0,0,0,0
FUTIRC759GS202628-SEP-2017,105.575,0,0,0,,106.2975,.68,0,0,0,0
FUTIRC759GS202628-DEC-2017,105.245,0,0,0,,105.9825,.7,0,0,0,0
FUTIRC759GS202925-JAN-2017,105.4475,0,0,0,,106.7525,1.23,0,0,0,0
FUTIRC759GS202923-FEB-2017,105.3875,0,0,0,,106.695,1.24,0,0,0,0
FUTIRC759GS202930-MAR-2017,105.275,0,0,0,,106.6275,1.28,0,0,0,0
FUTIRC759GS202929-JUN-2017,104.99,0,0,0,,106.315,1.26,0,0,0,0
FUTIRC759GS202928-SEP-2017,104.7075,0,0,0,,106.0525,1.28,0,0,0,0
FUTIRC759GS202928-DEC-2017,104.3425,0,0,0,,105.7125,1.31,0,0,0,0
FUTIRC761GS203025-JAN-2017,106.18,0,0,0,,107.675,1.4,10200,0,0,0
FUTIRC761GS203023-FEB-2017,106.115,0,0,0,,107.6125,1.41,0,0,0,0
FUTIRC761GS203030-MAR-2017,106.005,0,0,0,,107.55,1.45,0,0,0,0
FUTIRC761GS203029-JUN-2017,105.7375,0,0,0,,107.2575,1.43,0,0,0,0
FUTIRC761GS203028-SEP-2017,105.4525,0,0,0,,106.995,1.46,0,0,0,0
FUTIRC761GS203028-DEC-2017,105.1025,0,0,0,,106.6725,1.49,0,0,0,0
FUTIRC768GS202325-JAN-2017,105.635,0,0,0,,106.34,.66,0,0,0,0
FUTIRC768GS202323-FEB-2017,105.5575,0,0,0,,106.2625,.66,0,0,0,0
FUTIRC768GS202330-MAR-2017,105.435,0,0,0,,106.18,.7,0,0,0,0
FUTIRC768GS202329-JUN-2017,105.1525,0,0,0,,105.86,.67,0,0,0,0
FUTIRC768GS202328-SEP-2017,104.83,0,0,0,,105.5475,.68,0,0,0,0
FUTIRC768GS202328-DEC-2017,104.465,0,0,0,,105.2,.7,0,0,0,0
FUTIRC772GS202525-JAN-2017,106.095,0,0,0,,106.8375,.69,0,0,0,0
FUTIRC772GS202523-FEB-2017,106.02,0,0,0,,106.76,.69,0,0,0,0
FUTIRC772GS202530-MAR-2017,105.8975,0,0,0,,106.6825,.74,0,0,0,0
FUTIRC788GS203025-JAN-2017,107.6575,107.6,109.005,107.6,109.005,109.005,1.25,23759,3310,3310,717045215
FUTIRC788GS203023-FEB-2017,107.585,107.62,107.62,107.62,107.62,108.7825,1.11,6750,500,500,107620000
FUTIRC788GS203030-MAR-2017,107.4575,0,0,0,,108.7025,1.15,5000,0,0,0
FUTIRC788GS203029-JUN-2017,107.135,0,0,0,,108.3475,1.13,0,0,0,0
FUTIRC788GS203028-SEP-2017,106.815,0,0,0,,108.045,1.15,0,0,0,0
FUTIRC788GS203028-DEC-2017,106.4075,0,0,0,,107.6625,1.17,0,0,0,0
FUTIRT91DTB25-JAN-2017,98.50645,0,0,0,,98.521175,.01,0,0,0,0
FUTIRT91DTB22-FEB-2017,98.5159,0,0,0,,98.538275,.02,0,0,0,0
FUTIRT91DTB29-MAR-2017,98.524775,0,0,0,,98.557625,.03,0,0,0,0
FUTIRT91DTB28-JUN-2017,98.5902,0,0,0,,98.600025,0,0,0,0,0
