CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTIRC684GS202225-JAN-2017,102.06,0,0,0,,102.105,.04,0,0,0,0
FUTIRC684GS202223-FEB-2017,102.0275,0,0,0,,102.0775,.04,0,0,0,0
FUTIRC684GS202230-MAR-2017,101.9925,0,0,0,,102.0375,.04,0,0,0,0
FUTIRC684GS202229-JUN-2017,101.8225,0,0,0,,101.875,.05,0,0,0,0
FUTIRC684GS202228-SEP-2017,101.645,0,0,0,,101.71,.06,0,0,0,0
FUTIRC684GS202228-DEC-2017,101.435,0,0,0,,101.505,.06,0,0,0,0
FUTIRC697GS202625-JAN-2017,103.65,103.7,103.7,103.65,103.65,104.1975,.52,14312,2,2,414700
FUTIRC697GS202623-FEB-2017,103.925,0,0,0,,104.18,.24,9278,0,0,0
FUTIRC697GS202630-MAR-2017,103.8825,0,0,0,,104.1375,.24,6572,0,0,0
FUTIRC697GS202629-JUN-2017,103.6925,0,0,0,,103.955,.25,2250,0,0,0
FUTIRC697GS202628-SEP-2017,103.53,0,0,0,,103.805,.26,0,0,0,0
FUTIRC697GS202628-DEC-2017,103.2975,0,0,0,,103.5825,.27,0,0,0,0
FUTIRC759GS202625-JAN-2017,106.715,106.8825,107.21,106.87,107.17,107.17,.42,95568,76786,76786,16432734045
FUTIRC759GS202623-FEB-2017,106.935,0,0,0,,107.1375,.18,500,0,0,0
FUTIRC759GS202630-MAR-2017,106.8575,0,0,0,,107.055,.18,0,0,0,0
FUTIRC759GS202629-JUN-2017,106.5725,0,0,0,,106.7825,.19,0,0,0,0
FUTIRC759GS202628-SEP-2017,106.2825,0,0,0,,106.505,.2,0,0,0,0
FUTIRC759GS202628-DEC-2017,105.9525,0,0,0,,106.185,.21,0,0,0,0
FUTIRC759GS202925-JAN-2017,106.5525,0,0,0,,106.825,.25,0,0,0,0
FUTIRC759GS202923-FEB-2017,106.4925,0,0,0,,106.77,.26,0,0,0,0
FUTIRC759GS202930-MAR-2017,106.4175,0,0,0,,106.6925,.25,0,0,0,0
FUTIRC759GS202929-JUN-2017,106.105,0,0,0,,106.39,.26,0,0,0,0
FUTIRC759GS202928-SEP-2017,105.83,0,0,0,,106.13,.28,0,0,0,0
FUTIRC759GS202928-DEC-2017,105.47,0,0,0,,105.78,.29,0,0,0,0
FUTIRC761GS203025-JAN-2017,107.61,0,0,0,,107.8925,.26,10200,0,0,0
FUTIRC761GS203023-FEB-2017,107.55,0,0,0,,107.835,.26,0,0,0,0
FUTIRC761GS203030-MAR-2017,107.48,0,0,0,,107.7625,.26,0,0,0,0
FUTIRC761GS203029-JUN-2017,107.1875,0,0,0,,107.4825,.27,0,0,0,0
FUTIRC761GS203028-SEP-2017,106.915,0,0,0,,107.2225,.28,0,0,0,0
FUTIRC761GS203028-DEC-2017,106.5775,0,0,0,,106.895,.29,0,0,0,0
FUTIRC768GS202325-JAN-2017,106.23,0,0,0,,106.4275,.18,0,0,0,0
FUTIRC768GS202323-FEB-2017,106.15,0,0,0,,106.3525,.19,0,0,0,0
FUTIRC768GS202330-MAR-2017,106.0625,0,0,0,,106.2625,.18,0,0,0,0
FUTIRC768GS202329-JUN-2017,105.745,0,0,0,,105.9525,.19,0,0,0,0
FUTIRC768GS202328-SEP-2017,105.42,0,0,0,,105.6425,.21,0,0,0,0
FUTIRC768GS202328-DEC-2017,105.0575,0,0,0,,105.285,.21,0,0,0,0
FUTIRC772GS202525-JAN-2017,106.87,0,0,0,,107.02,.14,0,0,0,0
FUTIRC772GS202523-FEB-2017,106.795,0,0,0,,106.9475,.14,0,0,0,0
FUTIRC772GS202530-MAR-2017,106.71,0,0,0,,106.86,.14,0,0,0,0
FUTIRC788GS203025-JAN-2017,108.4,108.5,108.84,108.5,108.84,108.925,.48,25075,2181,2181,474333400
FUTIRC788GS203023-FEB-2017,108.395,0,0,0,,108.8575,.42,6250,0,0,0
FUTIRC788GS203030-MAR-2017,108.51,0,0,0,,108.765,.23,5000,0,0,0
FUTIRC788GS203029-JUN-2017,108.155,0,0,0,,108.4225,.24,0,0,0,0
FUTIRC788GS203028-SEP-2017,107.84,0,0,0,,108.1225,.26,0,0,0,0
FUTIRC788GS203028-DEC-2017,107.4375,0,0,0,,107.73,.27,0,0,0,0
FUTIRT91DTB25-JAN-2017,98.524825,0,0,0,,98.53545,.01,0,0,0,0
FUTIRT91DTB22-FEB-2017,98.5407,0,0,0,,98.53955,0,0,0,0,0
FUTIRT91DTB29-MAR-2017,98.562025,0,0,0,,98.549125,-.01,0,0,0,0
FUTIRT91DTB28-JUN-2017,98.610375,0,0,0,,98.62125,.01,0,0,0,0
