CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTIRC679GS202925-JAN-2017,101.99,0,0,0,,102.3,.3,0,0,0,0
FUTIRC679GS202923-FEB-2017,101.9625,0,0,0,,102.2775,.3,0,0,0,0
FUTIRC679GS202930-MAR-2017,101.9175,0,0,0,,102.2325,.3,0,0,0,0
FUTIRC679GS202929-JUN-2017,101.775,0,0,0,,102.0975,.31,0,0,0,0
FUTIRC679GS202928-SEP-2017,101.6175,0,0,0,,101.945,.32,0,0,0,0
FUTIRC679GS202928-DEC-2017,101.4375,0,0,0,,101.7675,.32,0,0,0,0
FUTIRC684GS202225-JAN-2017,101.88,0,0,0,,102.0625,.17,0,0,0,0
FUTIRC684GS202223-FEB-2017,101.8475,0,0,0,,102.0325,.18,0,0,0,0
FUTIRC684GS202230-MAR-2017,101.8,0,0,0,,101.9825,.17,0,0,0,0
FUTIRC684GS202229-JUN-2017,101.64,0,0,0,,101.83,.18,0,0,0,0
FUTIRC684GS202228-SEP-2017,101.4725,0,0,0,,101.6625,.18,0,0,0,0
FUTIRC684GS202228-DEC-2017,101.2725,0,0,0,,101.4675,.19,0,0,0,0
FUTIRC697GS202625-JAN-2017,104.075,103.95,103.95,103.95,103.95,104.3025,.21,14712,400,400,83160000
FUTIRC697GS202623-FEB-2017,104.055,104.39,104.39,104.39,104.39,104.285,.22,9658,380,380,79336400
FUTIRC697GS202630-MAR-2017,104.0025,0,0,0,,104.23,.21,6572,0,0,0
FUTIRC697GS202629-JUN-2017,103.83,0,0,0,,104.0625,.22,2250,0,0,0
FUTIRC697GS202628-SEP-2017,103.6775,0,0,0,,103.915,.22,0,0,0,0
FUTIRC697GS202628-DEC-2017,103.4625,0,0,0,,103.7025,.23,0,0,0,0
FUTIRC759GS202625-JAN-2017,106.92,107.0125,107.245,107.0125,107.2075,107.2075,.26,109952,41131,41131,8814934520
FUTIRC759GS202623-FEB-2017,106.9425,107.05,107.09,106.71,107.09,107.2125,.25,12,514,514,109947240
FUTIRC759GS202630-MAR-2017,106.8525,0,0,0,,107.12,.25,0,0,0,0
FUTIRC759GS202629-JUN-2017,106.585,0,0,0,,106.86,.25,0,0,0,0
FUTIRC759GS202628-SEP-2017,106.305,0,0,0,,106.585,.26,0,0,0,0
FUTIRC759GS202628-DEC-2017,105.99,0,0,0,,106.275,.26,0,0,0,0
FUTIRC759GS202925-JAN-2017,106.4925,0,0,0,,106.875,.35,0,0,0,0
FUTIRC759GS202923-FEB-2017,106.4325,0,0,0,,106.82,.36,0,0,0,0
FUTIRC759GS202930-MAR-2017,106.3475,0,0,0,,106.7325,.36,0,0,0,0
FUTIRC759GS202929-JUN-2017,106.0475,0,0,0,,106.4425,.37,0,0,0,0
FUTIRC759GS202928-SEP-2017,105.7825,0,0,0,,106.1825,.37,0,0,0,0
FUTIRC759GS202928-DEC-2017,105.4375,0,0,0,,105.845,.38,0,0,0,0
FUTIRC761GS203025-JAN-2017,107.6025,0,0,0,,108.0975,.46,10200,0,0,0
FUTIRC761GS203023-FEB-2017,107.54,0,0,0,,108.04,.46,0,0,0,0
FUTIRC761GS203030-MAR-2017,107.46,0,0,0,,107.9575,.46,0,0,0,0
FUTIRC761GS203029-JUN-2017,107.1825,0,0,0,,107.69,.47,0,0,0,0
FUTIRC761GS203028-SEP-2017,106.92,0,0,0,,107.435,.48,0,0,0,0
FUTIRC761GS203028-DEC-2017,106.5975,0,0,0,,107.1225,.49,0,0,0,0
FUTIRC768GS202325-JAN-2017,106.07,0,0,0,,106.3775,.28,0,0,0,0
FUTIRC768GS202323-FEB-2017,105.9925,0,0,0,,106.3025,.29,0,0,0,0
FUTIRC768GS202330-MAR-2017,105.8925,0,0,0,,106.2,.29,0,0,0,0
FUTIRC768GS202329-JUN-2017,105.585,0,0,0,,105.9,.29,0,0,0,0
FUTIRC768GS202328-SEP-2017,105.27,0,0,0,,105.59,.3,0,0,0,0
FUTIRC768GS202328-DEC-2017,104.9175,0,0,0,,105.2425,.3,0,0,0,0
FUTIRC772GS202525-JAN-2017,106.6625,0,0,0,,106.8525,.17,0,0,0,0
FUTIRC772GS202523-FEB-2017,106.585,0,0,0,,106.7775,.18,0,0,0,0
FUTIRC772GS202530-MAR-2017,106.4875,0,0,0,,106.6775,.17,0,0,0,0
FUTIRC788GS203025-JAN-2017,108.59,108.305,109.09,108.305,109.09,109.09,.46,24909,879,879,191682375
FUTIRC788GS203023-FEB-2017,108.52,108.6,108.6,108.6,108.6,108.9075,.35,6750,500,500,108600000
FUTIRC788GS203030-MAR-2017,108.4175,0,0,0,,108.8025,.35,5000,0,0,0
FUTIRC788GS203029-JUN-2017,108.0775,0,0,0,,108.4725,.36,0,0,0,0
FUTIRC788GS203028-SEP-2017,107.7725,0,0,0,,108.1725,.37,0,0,0,0
FUTIRC788GS203028-DEC-2017,107.385,0,0,0,,107.7925,.37,0,0,0,0
FUTIRT91DTB25-JAN-2017,98.5047,0,0,0,,98.495925,0,0,0,0,0
FUTIRT91DTB22-FEB-2017,98.524925,0,0,0,,98.520625,0,0,0,0,0
FUTIRT91DTB29-MAR-2017,98.554325,0,0,0,,98.5512,0,0,0,0,0
FUTIRT91DTB28-JUN-2017,98.619975,0,0,0,,98.6279,0,0,0,0,0
