CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTIRC679GS202925-JAN-2017,,0,0,0,,102.0225,,0,0,0,0
FUTIRC679GS202923-FEB-2017,,0,0,0,,101.9925,,0,0,0,0
FUTIRC679GS202930-MAR-2017,,0,0,0,,101.9525,,0,0,0,0
FUTIRC679GS202929-JUN-2017,,0,0,0,,101.8075,,0,0,0,0
FUTIRC679GS202928-SEP-2017,,0,0,0,,101.6525,,0,0,0,0
FUTIRC679GS202928-DEC-2017,,0,0,0,,101.47,,0,0,0,0
FUTIRC684GS202225-JAN-2017,101.8525,0,0,0,,101.8775,.02,0,0,0,0
FUTIRC684GS202223-FEB-2017,101.8225,0,0,0,,101.845,.02,0,0,0,0
FUTIRC684GS202230-MAR-2017,101.775,0,0,0,,101.7975,.02,0,0,0,0
FUTIRC684GS202229-JUN-2017,101.6125,0,0,0,,101.6375,.02,0,0,0,0
FUTIRC684GS202228-SEP-2017,101.4425,0,0,0,,101.4675,.02,0,0,0,0
FUTIRC684GS202228-DEC-2017,101.2425,0,0,0,,101.2675,.02,0,0,0,0
FUTIRC697GS202625-JAN-2017,104.0125,0,0,0,,104.105,.08,14312,0,0,0
FUTIRC697GS202623-FEB-2017,103.9925,0,0,0,,104.085,.08,9278,0,0,0
FUTIRC697GS202630-MAR-2017,103.9425,0,0,0,,104.035,.08,6572,0,0,0
FUTIRC697GS202629-JUN-2017,103.765,0,0,0,,103.86,.09,2250,0,0,0
FUTIRC697GS202628-SEP-2017,103.6125,0,0,0,,103.7075,.09,0,0,0,0
FUTIRC697GS202628-DEC-2017,103.395,0,0,0,,103.4925,.09,0,0,0,0
FUTIRC759GS202625-JAN-2017,106.8525,107.05,107.0875,106.91,106.9325,106.9325,.07,106577,31988,31988,6845747620
FUTIRC759GS202623-FEB-2017,106.915,107.05,107.05,107.05,107.05,106.995,.07,501,2,2,428225
FUTIRC759GS202630-MAR-2017,106.825,0,0,0,,106.9075,.07,0,0,0,0
FUTIRC759GS202629-JUN-2017,106.555,0,0,0,,106.6375,.07,0,0,0,0
FUTIRC759GS202628-SEP-2017,106.2725,0,0,0,,106.3575,.07,0,0,0,0
FUTIRC759GS202628-DEC-2017,105.9575,0,0,0,,106.045,.08,0,0,0,0
FUTIRC759GS202925-JAN-2017,106.5575,0,0,0,,106.61,.04,0,0,0,0
FUTIRC759GS202923-FEB-2017,106.5,0,0,0,,106.55,.04,0,0,0,0
FUTIRC759GS202930-MAR-2017,106.415,0,0,0,,106.4675,.04,0,0,0,0
FUTIRC759GS202929-JUN-2017,106.1125,0,0,0,,106.1675,.05,0,0,0,0
FUTIRC759GS202928-SEP-2017,105.8475,0,0,0,,105.9025,.05,0,0,0,0
FUTIRC759GS202928-DEC-2017,105.505,0,0,0,,105.56,.05,0,0,0,0
FUTIRC761GS203025-JAN-2017,107.5425,0,0,0,,107.5975,.05,10200,0,0,0
FUTIRC761GS203023-FEB-2017,107.4825,0,0,0,,107.535,.04,0,0,0,0
FUTIRC761GS203030-MAR-2017,107.4025,0,0,0,,107.4575,.05,0,0,0,0
FUTIRC761GS203029-JUN-2017,107.12,0,0,0,,107.1775,.05,0,0,0,0
FUTIRC761GS203028-SEP-2017,106.855,0,0,0,,106.9125,.05,0,0,0,0
FUTIRC761GS203028-DEC-2017,106.5325,0,0,0,,106.59,.05,0,0,0,0
FUTIRC768GS202325-JAN-2017,106.045,0,0,0,,106.0875,.04,0,0,0,0
FUTIRC768GS202323-FEB-2017,105.9675,0,0,0,,106.0075,.03,0,0,0,0
FUTIRC768GS202330-MAR-2017,105.8675,0,0,0,,105.91,.04,0,0,0,0
FUTIRC768GS202329-JUN-2017,105.5575,0,0,0,,105.6025,.04,0,0,0,0
FUTIRC768GS202328-SEP-2017,105.24,0,0,0,,105.285,.04,0,0,0,0
FUTIRC768GS202328-DEC-2017,104.8875,0,0,0,,104.935,.04,0,0,0,0
FUTIRC772GS202525-JAN-2017,106.64,0,0,0,,106.66,.01,0,0,0,0
FUTIRC772GS202523-FEB-2017,106.5625,0,0,0,,106.5825,.01,0,0,0,0
FUTIRC772GS202530-MAR-2017,106.4675,0,0,0,,106.4875,.01,0,0,0,0
FUTIRC788GS203025-JAN-2017,108.6,108.6,108.88,108.55,108.5625,108.5625,-.03,24965,5986,5986,1300598965
FUTIRC788GS203023-FEB-2017,108.53,0,0,0,,108.5375,0,6250,0,0,0
FUTIRC788GS203030-MAR-2017,108.43,0,0,0,,108.4375,0,5000,0,0,0
FUTIRC788GS203029-JUN-2017,108.0875,0,0,0,,108.095,0,0,0,0,0
FUTIRC788GS203028-SEP-2017,107.78,0,0,0,,107.79,0,0,0,0,0
FUTIRC788GS203028-DEC-2017,107.3925,0,0,0,,107.4025,0,0,0,0,0
FUTIRT91DTB25-JAN-2017,98.508925,0,0,0,,98.510675,0,0,0,0,0
FUTIRT91DTB22-FEB-2017,98.52525,0,0,0,,98.534925,0,0,0,0,0
FUTIRT91DTB29-MAR-2017,98.55265,0,0,0,,98.561175,0,0,0,0,0
FUTIRT91DTB28-JUN-2017,98.627725,0,0,0,,98.621475,0,0,0,0,0
